Time (HH:MM:SS),Spindle speed (RPM),Feed rate (mm/min),Depth of cut (mm),Cutting tool path x (mm),Cutting tool path y (mm)
17:06:25,2995,438.07,4.49,18466.14,18475.43
17:06:26,1134,395.51,1.15,18466.41,18475.56
17:06:27,2207,178.1,0.89,18466.7,18475.84
17:06:28,1681,557.82,1.5,18466.85,18476.24
17:06:29,2652,290.65,0.68,18467.14,18476.61
17:06:30,1892,187.73,4.62,18467.6,18476.77
17:06:31,655,125.98,0.91,18467.91,18477.19
17:06:32,1374,459.02,4.53,18468.16,18477.6
17:06:33,2602,437.59,1.14,18468.51,18477.96
17:06:34,558,597.96,4.28,18468.99,18478.22
17:06:35,2219,552.08,3.07,18469.42,18478.58
17:06:36,644,293.14,4.13,18469.85,18478.88
17:06:37,2671,519.75,4.29,18469.96,18479.02
17:06:38,1533,210.5,1.71,18470.45,18479.41
17:06:39,1753,258.22,4.05,18470.93,18479.79
17:06:40,2109,555.13,1.54,18471.36,18479.96
17:06:41,1309,358.44,3.85,18471.71,18480.16
17:06:42,2261,442.93,1.41,18472.05,18480.54
17:06:43,737,341.53,0.88,18472.23,18480.75
17:06:44,576,190.52,1.86,18472.34,18481.18
17:06:45,1735,460.33,1.91,18472.45,18481.3
17:06:46,1994,563.99,3.49,18472.95,18481.58
17:06:47,2709,186.91,2.12,18473.15,18481.95
17:06:48,1443,403.15,4.52,18473.64,18482.37
17:06:49,1730,434.37,3.64,18474.0,18482.51
17:06:50,2666,122.98,4.05,18474.34,18482.86
17:06:51,2590,534.33,4.92,18474.64,18482.98
17:06:52,990,274.5,4.44,18474.96,18483.27
17:06:53,1895,523.36,0.9,18475.09,18483.65
17:06:54,1358,177.9,0.85,18475.58,18484.1
17:06:55,1850,350.04,3.27,18475.98,18484.42
17:06:56,616,431.41,4.0,18476.14,18484.85
17:06:57,592,411.76,4.13,18476.36,18485.1
17:06:58,1825,591.74,4.81,18476.83,18485.35
17:06:59,1262,445.94,1.02,18476.99,18485.82
17:07:00,526,403.46,4.08,18477.38,18485.97
17:07:01,2696,272.18,1.04,18477.72,18486.17
17:07:02,665,432.06,2.45,18478.03,18486.39
17:07:03,923,484.49,4.01,18478.41,18486.73
17:07:04,2454,468.22,2.41,18478.57,18486.9
17:07:05,2412,201.62,0.67,18478.69,18487.23
17:07:06,1453,444.65,1.27,18479.01,18487.34
17:07:07,861,393.22,2.86,18479.21,18487.83
17:07:08,573,462.0,3.51,18479.4,18487.94
17:07:09,2895,331.03,1.41,18479.59,18488.19
17:07:10,2326,339.41,4.94,18479.98,18488.6
17:07:11,1993,278.97,1.85,18480.3,18488.89
17:07:12,1854,384.12,4.54,18480.62,18489.03
17:07:13,771,568.3,4.63,18480.83,18489.43
17:07:14,2184,342.84,2.54,18481.14,18489.8
17:07:15,876,383.24,2.49,18481.49,18489.96
17:07:16,2402,365.23,1.73,18481.96,18490.12
17:07:17,1975,229.83,3.29,18482.25,18490.33
17:07:18,779,234.74,3.3,18482.69,18490.75
17:07:19,1090,398.13,1.29,18482.84,18491.03
17:07:20,2083,576.2,4.19,18482.95,18491.24
17:07:21,2049,432.51,0.94,18483.43,18491.55
17:07:22,1214,331.71,3.9,18483.93,18491.72
17:07:23,600,229.59,3.26,18484.17,18491.91
17:07:24,1326,330.25,4.95,18484.62,18492.27
17:07:25,1788,552.58,4.68,18484.82,18492.44
17:07:26,2641,115.77,1.7,18485.13,18492.68
17:07:27,2401,568.26,4.56,18485.26,18492.81
17:07:28,2918,148.86,1.45,18485.65,18493.26
17:07:29,2268,580.16,2.97,18485.79,18493.76
17:07:30,2836,497.04,1.59,18486.27,18494.06
17:07:31,2012,573.07,1.99,18486.39,18494.24
17:07:32,2906,424.43,0.53,18486.74,18494.7
17:07:33,2284,206.06,4.26,18486.9,18494.82
17:07:34,1249,324.1,4.46,18487.07,18495.15
17:07:35,1405,203.38,2.65,18487.42,18495.3
17:07:36,2586,339.71,3.01,18487.86,18495.41
17:07:37,2273,555.71,1.38,18488.01,18495.83
17:07:38,1168,507.83,3.17,18488.39,18496.16
17:07:39,1033,161.96,3.1,18488.73,18496.35
17:07:40,2510,320.89,2.54,18489.1,18496.6
17:07:41,960,262.44,3.68,18489.29,18496.87
17:07:42,1157,383.35,4.15,18489.77,18497.35
17:07:43,2523,274.14,2.09,18490.01,18497.51
17:07:44,1498,299.13,2.87,18490.17,18497.7
17:07:45,2293,425.2,3.81,18490.34,18498.0
17:07:46,2796,553.35,4.93,18490.62,18498.38
17:07:47,2669,284.01,4.93,18491.03,18498.63
17:07:48,1351,299.1,4.27,18491.38,18498.96
17:07:49,1072,312.4,1.86,18491.87,18499.09
17:07:50,2943,474.74,3.86,18492.27,18499.54
17:07:51,2796,347.19,0.99,18492.71,18499.8
17:07:52,1557,192.77,4.7,18492.92,18499.93
17:07:53,2069,148.57,4.95,18493.24,18500.16
17:07:54,2864,219.33,2.65,18493.7,18500.65
17:07:55,2462,404.69,0.77,18493.88,18501.13
17:07:56,2874,211.69,3.5,18494.29,18501.31
17:07:57,2978,591.82,4.41,18494.56,18501.63
17:07:58,2004,399.62,4.96,18494.72,18502.07
17:07:59,1102,114.09,1.81,18495.06,18502.2
17:08:00,2485,524.24,1.76,18495.25,18502.55
17:08:01,2153,259.54,2.98,18495.57,18502.73
17:08:02,2201,218.32,2.48,18495.86,18503.17
17:08:03,2594,552.47,4.63,18496.01,18503.32
17:08:04,2490,241.99,4.93,18496.18,18503.65
17:08:05,2159,287.57,2.3,18496.28,18503.92
17:08:06,2775,449.91,4.06,18496.72,18504.11
17:08:07,1564,491.47,0.92,18497.02,18504.24
17:08:08,2523,537.33,4.36,18497.23,18504.52
17:08:09,2834,127.04,2.22,18497.45,18505.0
17:08:10,2149,440.42,4.82,18497.61,18505.23
17:08:11,1336,464.98,2.68,18498.03,18505.54
17:08:12,2561,590.6,3.66,18498.31,18506.03
17:08:13,1157,339.14,1.03,18498.6,18506.41
17:08:14,1690,434.73,2.21,18498.96,18506.59
17:08:15,1606,186.79,3.96,18499.36,18506.92
17:08:16,738,336.53,3.99,18499.61,18507.39
17:08:17,1605,286.46,2.7,18499.74,18507.52
17:08:18,2523,572.48,4.11,18500.01,18507.64
17:08:19,1516,257.0,1.78,18500.16,18507.94
17:08:20,1782,475.99,2.42,18500.42,18508.27
17:08:21,2732,223.0,2.85,18500.79,18508.38
17:08:22,2471,388.9,2.77,18500.9,18508.58
17:08:23,1607,581.63,4.4,18501.4,18508.92
17:08:24,2522,399.79,4.97,18501.84,18509.22
17:08:25,2093,190.87,1.45,18502.29,18509.39
17:08:26,1076,381.01,1.47,18502.5,18509.68
17:08:27,2136,580.56,4.49,18502.65,18510.12
17:08:28,1546,472.53,2.46,18503.01,18510.46
17:08:29,1164,152.78,2.42,18503.46,18510.74
17:08:30,1145,465.09,4.55,18503.84,18511.05
17:08:31,1974,535.57,4.58,18503.94,18511.53
17:08:32,572,353.99,3.46,18504.28,18511.88
17:08:33,669,139.16,1.99,18504.69,18512.21
17:08:34,523,249.35,1.37,18504.96,18512.6
17:08:35,1338,368.72,1.61,18505.42,18512.76
17:08:36,2811,106.96,1.24,18505.67,18512.92
17:08:37,1655,297.48,0.69,18506.06,18513.11
17:08:38,2836,291.35,3.34,18506.29,18513.51
17:08:39,704,489.21,2.76,18506.75,18513.68
17:08:40,2688,220.42,4.87,18507.11,18513.96
17:08:41,1084,308.93,4.56,18507.38,18514.39
17:08:42,2488,327.96,3.96,18507.62,18514.84
17:08:43,1759,281.19,0.75,18508.1,18515.31
17:08:44,2288,429.15,1.11,18508.32,18515.47
17:08:45,1507,216.82,2.4,18508.59,18515.7
17:08:46,2628,373.9,4.6,18508.9,18516.0
17:08:47,1827,207.21,4.14,18509.4,18516.29
17:08:48,2810,489.45,1.1,18509.85,18516.42
17:08:49,2447,558.54,4.29,18510.01,18516.9
17:08:50,1913,472.37,4.38,18510.28,18517.29
17:08:51,911,260.21,2.19,18510.7,18517.44
17:08:52,2276,152.18,2.77,18511.1,18517.57
17:08:53,1102,482.75,4.22,18511.47,18517.97
17:08:54,530,250.17,1.79,18511.96,18518.39
17:08:55,2455,529.75,3.67,18512.45,18518.67
17:08:56,1197,118.65,4.87,18512.61,18519.02
17:08:57,2023,134.52,3.15,18512.75,18519.33
17:08:58,1711,368.94,2.21,18512.92,18519.8
17:08:59,2457,381.5,4.55,18513.21,18519.93
17:09:00,2178,522.77,0.8,18513.59,18520.38
17:09:01,960,553.92,1.79,18514.02,18520.75
17:09:02,917,547.16,4.98,18514.3,18521.16
17:09:03,1774,182.6,4.21,18514.79,18521.54
17:09:04,830,192.03,3.94,18514.98,18521.83
17:09:05,2372,212.59,1.98,18515.44,18522.1
17:09:06,2785,211.0,1.42,18515.68,18522.53
17:09:07,2691,175.92,2.29,18516.1,18522.65
17:09:08,2051,564.75,2.5,18516.56,18523.0
17:09:09,683,434.12,3.23,18516.93,18523.12
17:09:10,2053,427.27,2.19,18517.2,18523.51
17:09:11,1363,227.23,2.05,18517.3,18523.69
17:09:12,758,377.39,2.64,18517.68,18524.17
17:09:13,2714,577.13,2.33,18517.99,18524.27
17:09:14,2933,520.39,1.22,18518.19,18524.4
17:09:15,2301,168.49,2.24,18518.6,18524.7
17:09:16,718,563.12,1.13,18518.94,18524.93
17:09:17,1805,443.49,4.29,18519.42,18525.04
17:09:18,1427,561.28,1.48,18519.55,18525.45
17:09:19,2352,228.87,2.99,18520.01,18525.76
17:09:20,2151,195.64,4.32,18520.22,18525.94
17:09:21,2057,147.61,2.7,18520.44,18526.18
17:09:22,1863,399.37,4.24,18520.78,18526.3
17:09:23,940,459.71,3.61,18521.05,18526.74
17:09:24,1332,565.81,3.8,18521.25,18527.13
17:09:25,2127,295.86,1.09,18521.71,18527.52
17:09:26,1429,378.69,3.61,18522.13,18527.66
17:09:27,2261,214.33,3.41,18522.54,18528.1
17:09:28,1656,575.3,1.2,18522.97,18528.35
17:09:29,2596,426.88,2.84,18523.38,18528.57
17:09:30,2315,586.87,3.06,18523.66,18528.77
17:09:31,2610,507.94,4.53,18523.82,18528.91
17:09:32,1189,167.63,2.76,18524.13,18529.37
17:09:33,852,246.84,4.74,18524.26,18529.73
17:09:34,2077,319.93,4.83,18524.74,18529.86
17:09:35,2858,532.76,0.97,18525.05,18530.08
17:09:36,910,169.74,1.12,18525.21,18530.34
17:09:37,793,588.98,4.79,18525.58,18530.5
17:09:38,2970,273.98,0.72,18525.84,18530.83
17:09:39,1805,424.67,4.24,18525.96,18531.11
17:09:40,2761,326.29,1.43,18526.38,18531.47
17:09:41,1339,565.44,2.01,18526.66,18531.83
17:09:42,585,116.6,2.87,18526.91,18532.25
17:09:43,948,459.56,2.98,18527.2,18532.63
17:09:44,2756,551.99,0.52,18527.63,18533.09
17:09:45,2875,118.82,1.21,18527.75,18533.55
17:09:46,1611,495.75,2.11,18527.93,18534.03
17:09:47,2263,148.39,2.45,18528.4,18534.14
17:09:48,2466,537.59,1.39,18528.65,18534.39
17:09:49,1479,196.58,3.23,18529.13,18534.82
17:09:50,1631,154.54,2.77,18529.54,18535.28
17:09:51,698,124.29,1.18,18529.76,18535.7
17:09:52,2042,232.68,4.81,18530.07,18535.81
17:09:53,590,499.66,4.64,18530.43,18536.03
17:09:54,2394,211.07,1.85,18530.56,18536.39
17:09:55,2104,568.71,1.21,18530.91,18536.57
17:09:56,923,525.45,4.1,18531.05,18536.91
17:09:57,2407,521.2,3.87,18531.44,18537.15
17:09:58,2845,392.92,4.7,18531.56,18537.63
17:09:59,2830,247.13,0.53,18531.82,18538.05
17:10:00,981,596.97,0.58,18532.03,18538.53
17:10:01,1381,280.05,0.71,18532.37,18538.84
17:10:02,1474,403.05,3.12,18532.58,18539.21
17:10:03,793,161.72,3.91,18532.89,18539.36
17:10:04,1015,381.84,1.67,18533.34,18539.59
17:10:05,1637,264.37,3.41,18533.52,18539.9
17:10:06,2285,156.21,2.32,18533.86,18540.18
17:10:07,1225,387.19,4.84,18534.15,18540.39
17:10:08,807,548.81,0.52,18534.6,18540.53
17:10:09,716,126.88,3.27,18534.71,18540.9
17:10:10,2313,418.95,1.86,18534.98,18541.36
17:10:11,1125,402.0,2.21,18535.36,18541.59
17:10:12,1573,215.13,1.33,18535.62,18542.05
17:10:13,2722,564.31,3.14,18535.79,18542.37
17:10:14,1858,284.22,0.93,18535.94,18542.67
17:10:15,1290,110.32,3.82,18536.3,18543.12
17:10:16,2179,188.51,2.99,18536.72,18543.5
17:10:17,2947,256.84,4.54,18536.96,18543.96
17:10:18,1251,399.53,2.92,18537.3,18544.28
17:10:19,2521,113.06,4.13,18537.67,18544.78
17:10:20,2152,408.94,2.78,18537.93,18545.12
17:10:21,1854,382.35,3.54,18538.34,18545.46
17:10:22,790,561.82,0.68,18538.81,18545.58
17:10:23,2818,222.66,3.91,18538.99,18545.72
17:10:24,1722,117.23,3.05,18539.17,18545.92
17:10:25,1935,300.66,2.67,18539.56,18546.05
17:10:26,988,252.03,1.25,18539.93,18546.3
17:10:27,851,469.23,4.37,18540.27,18546.75
17:10:28,1524,486.29,1.53,18540.53,18547.16
17:10:29,918,565.32,0.6,18540.88,18547.42
17:10:30,1458,591.42,2.4,18541.24,18547.6
17:10:31,1861,324.56,1.77,18541.46,18547.73
17:10:32,1831,155.47,0.58,18541.74,18548.21
17:10:33,2534,478.96,0.5,18542.15,18548.42
17:10:34,2596,389.65,3.05,18542.58,18548.82
17:10:35,1250,584.37,1.21,18542.87,18549.02
17:10:36,595,124.14,2.68,18543.05,18549.22
17:10:37,1476,238.41,4.99,18543.49,18549.46
17:10:38,1108,303.23,2.34,18543.95,18549.83
17:10:39,2065,226.62,1.51,18544.38,18550.05
17:10:40,1641,252.31,2.31,18544.7,18550.39
17:10:41,1432,563.7,0.8,18544.91,18550.78
17:10:42,2065,444.59,3.99,18545.09,18551.15
17:10:43,801,345.01,1.28,18545.39,18551.51
17:10:44,1835,497.68,4.44,18545.74,18551.67
17:10:45,2865,162.21,2.5,18546.09,18551.99
17:10:46,1218,191.06,0.66,18546.4,18552.22
17:10:47,2701,394.31,1.05,18546.77,18552.69
17:10:48,2248,294.89,3.29,18546.96,18552.88
17:10:49,1124,147.52,1.8,18547.25,18553.09
17:10:50,1038,324.14,1.31,18547.52,18553.33
17:10:51,813,535.26,3.75,18547.8,18553.5
17:10:52,2084,445.99,1.33,18548.2,18553.89
17:10:53,2258,256.2,2.06,18548.59,18554.25
17:10:54,2998,191.6,4.28,18548.9,18554.42
17:10:55,1542,402.37,3.71,18549.17,18554.89
17:10:56,2065,220.05,1.95,18549.62,18555.34
17:10:57,2220,191.57,2.53,18549.83,18555.56
17:10:58,2469,257.03,3.69,18550.09,18555.89
17:10:59,2434,149.67,2.42,18550.48,18556.33
17:11:00,2548,349.24,4.98,18550.68,18556.74
17:11:01,1355,116.9,4.02,18550.98,18556.98
17:11:02,1975,140.12,2.96,18551.45,18557.3
17:11:03,2264,519.55,2.99,18551.64,18557.67
17:11:04,2185,200.65,1.74,18551.86,18558.02
17:11:05,2910,541.85,4.51,18552.16,18558.22
17:11:06,1373,336.22,0.6,18552.53,18558.65
17:11:07,843,295.15,3.12,18552.77,18558.91
17:11:08,2668,404.99,0.75,18553.18,18559.02
17:11:09,2414,134.62,3.88,18553.56,18559.25
17:11:10,1859,141.4,4.21,18553.7,18559.6
17:11:11,1366,127.25,3.47,18554.13,18560.09
17:11:12,2361,594.99,4.12,18554.52,18560.32
17:11:13,1575,415.85,4.17,18554.89,18560.73
17:11:14,2921,127.39,3.2,18555.1,18560.94
17:11:15,574,110.1,3.47,18555.26,18561.11
17:11:16,2638,341.98,4.37,18555.48,18561.42
17:11:17,1460,578.74,3.25,18555.9,18561.86
17:11:18,2568,343.41,1.67,18556.08,18562.16
17:11:19,1575,501.58,4.8,18556.48,18562.31
17:11:20,2054,239.64,1.88,18556.88,18562.74
17:11:21,564,553.1,3.29,18557.09,18562.95
17:11:22,1554,478.59,0.85,18557.19,18563.24
17:11:23,2200,345.69,3.44,18557.56,18563.5
17:11:24,2216,314.09,3.2,18557.88,18563.7
17:11:25,2818,504.51,2.35,18558.06,18564.04
17:11:26,880,355.97,2.16,18558.39,18564.15
17:11:27,2741,501.31,3.06,18558.64,18564.42
17:11:28,2463,258.0,3.41,18558.92,18564.79
17:11:29,742,291.04,4.95,18559.4,18565.21
17:11:30,1425,411.48,1.68,18559.88,18565.34
17:11:31,979,411.62,1.27,18560.08,18565.63
17:11:32,1231,306.53,3.69,18560.45,18565.86
17:11:33,980,290.38,2.43,18560.76,18566.05
17:11:34,2950,386.73,4.49,18560.88,18566.25
17:11:35,1597,591.73,3.49,18561.19,18566.45
17:11:36,1812,299.45,3.76,18561.55,18566.69
17:11:37,2650,371.74,0.6,18561.92,18567.1
17:11:38,685,324.08,2.62,18562.04,18567.48
17:11:39,1168,598.91,4.42,18562.43,18567.62
17:11:40,2860,261.79,4.17,18562.82,18567.86
17:11:41,1256,360.83,4.07,18563.13,18568.21
17:11:42,1610,575.63,4.63,18563.3,18568.47
17:11:43,792,450.29,1.61,18563.42,18568.78
17:11:44,998,109.42,4.58,18563.79,18568.89
17:11:45,1621,519.48,0.81,18564.07,18569.3
17:11:46,2970,387.64,4.06,18564.4,18569.7
17:11:47,1225,189.56,4.97,18564.55,18569.98
17:11:48,1547,255.74,0.83,18564.66,18570.3
17:11:49,1337,278.37,2.5,18564.78,18570.44
17:11:50,1757,378.88,1.32,18564.9,18570.88
17:11:51,2416,215.95,4.32,18565.25,18571.3
17:11:52,2646,279.14,0.67,18565.67,18571.5
17:11:53,646,581.9,3.91,18565.83,18571.71
17:11:54,1713,412.02,4.34,18566.29,18572.04
17:11:55,2564,502.96,4.01,18566.41,18572.34
17:11:56,1535,223.07,4.06,18566.65,18572.45
17:11:57,882,106.88,4.62,18566.99,18572.9
17:11:58,2455,328.18,2.06,18567.12,18573.36
17:11:59,2948,518.27,2.39,18567.6,18573.69
17:12:00,1966,225.59,4.24,18568.09,18574.12
17:12:01,1564,489.48,2.91,18568.2,18574.29
17:12:02,2742,169.04,4.4,18568.33,18574.59
17:12:03,2782,293.12,1.85,18568.63,18574.84
17:12:04,1720,402.57,0.76,18569.01,18575.21
17:12:05,2200,441.59,3.16,18569.41,18575.54
17:12:06,1651,301.31,0.62,18569.91,18575.94
17:12:07,1208,170.78,1.05,18570.15,18576.32
17:12:08,950,537.63,2.16,18570.64,18576.55
17:12:09,2981,541.77,4.93,18570.79,18577.02
17:12:10,2308,591.58,2.04,18570.97,18577.13
17:12:11,2379,158.64,0.55,18571.41,18577.63
17:12:12,2314,417.9,2.06,18571.57,18577.79
17:12:13,2880,535.56,4.51,18571.77,18577.9
17:12:14,2648,300.8,2.34,18571.94,18578.32
17:12:15,743,419.78,1.15,18572.24,18578.52
17:12:16,1745,230.93,2.59,18572.57,18579.0
17:12:17,2009,541.08,4.33,18572.91,18579.19
17:12:18,757,352.78,4.71,18573.33,18579.56
17:12:19,661,321.25,3.89,18573.77,18579.68
17:12:20,1575,176.68,2.25,18573.94,18579.89
17:12:21,1360,217.94,2.7,18574.05,18580.22
17:12:22,2197,567.03,1.76,18574.31,18580.64
17:12:23,856,345.65,2.76,18574.79,18580.75
17:12:24,1577,360.1,1.62,18575.03,18581.1
17:12:25,1410,482.21,0.67,18575.29,18581.44
17:12:26,1776,344.54,4.06,18575.41,18581.82
17:12:27,1768,347.55,1.5,18575.57,18582.13
17:12:28,1599,182.59,2.52,18575.68,18582.58
17:12:29,742,132.4,0.65,18575.95,18582.86
17:12:30,2482,577.93,2.36,18576.44,18583.0
17:12:31,2792,540.29,2.21,18576.71,18583.33
17:12:32,2787,194.71,3.52,18577.18,18583.66
17:12:33,502,103.97,3.22,18577.42,18583.81
17:12:34,2390,358.32,2.69,18577.72,18584.14
17:12:35,903,243.61,2.26,18577.86,18584.45
17:12:36,1855,441.89,4.63,18578.14,18584.93
17:12:37,2962,234.62,1.66,18578.59,18585.07
17:12:38,1182,451.36,3.15,18578.78,18585.19
17:12:39,1468,442.18,3.52,18579.28,18585.6
17:12:40,2613,304.43,1.11,18579.57,18585.98
17:12:41,1540,353.03,3.73,18580.07,18586.28
17:12:42,2195,393.94,1.22,18580.18,18586.65
17:12:43,1786,461.87,4.38,18580.6,18587.03
17:12:44,1392,224.99,0.84,18580.82,18587.16
17:12:45,2999,425.6,2.29,18581.18,18587.36
17:12:46,2589,204.09,3.87,18581.42,18587.53
17:12:47,1119,344.08,2.27,18581.69,18587.8
17:12:48,711,234.34,2.96,18581.87,18587.92
17:12:49,2457,519.76,0.51,18582.0,18588.15
17:12:50,2493,233.04,1.55,18582.18,18588.61
17:12:51,2509,507.62,2.24,18582.33,18588.95
17:12:52,2834,312.31,4.68,18582.64,18589.06
17:12:53,1791,415.89,1.04,18582.93,18589.41
17:12:54,2731,436.13,3.47,18583.28,18589.7
17:12:55,1289,506.03,2.86,18583.45,18590.14
17:12:56,1043,347.36,4.87,18583.9,18590.6
17:12:57,599,104.15,1.26,18584.28,18591.03
17:12:58,1534,203.13,4.55,18584.56,18591.15
17:12:59,2025,496.07,1.04,18585.04,18591.62
17:13:00,2594,530.63,0.69,18585.3,18591.81
17:13:01,863,100.73,1.72,18585.55,18592.15
17:13:02,1365,592.28,2.31,18585.77,18592.59
17:13:03,1468,517.32,1.99,18586.12,18592.85
17:13:04,715,264.92,4.51,18586.42,18593.23
17:13:05,2474,186.95,1.79,18586.66,18593.34
17:13:06,1567,205.58,2.53,18587.07,18593.49
17:13:07,1870,592.03,1.74,18587.53,18593.94
17:13:08,2746,361.59,2.42,18587.76,18594.17
17:13:09,1985,288.12,1.97,18588.06,18594.61
17:13:10,1165,331.71,4.54,18588.3,18594.76
17:13:11,2738,100.08,0.9,18588.63,18595.23
17:13:12,1053,312.37,3.45,18589.09,18595.59
17:13:13,2113,424.39,1.91,18589.27,18596.01
17:13:14,1839,409.42,3.49,18589.6,18596.47
17:13:15,1384,505.17,3.94,18589.72,18596.92
17:13:16,1233,598.66,4.56,18590.12,18597.05
17:13:17,1949,457.66,2.12,18590.42,18597.44
17:13:18,1718,538.65,2.92,18590.87,18597.7
17:13:19,2073,334.68,2.43,18591.2,18597.89
17:13:20,1569,340.56,2.39,18591.62,18598.02
17:13:21,1599,455.82,2.23,18591.96,18598.35
17:13:22,1564,310.78,1.13,18592.37,18598.79
17:13:23,1929,150.64,3.68,18592.68,18599.24
17:13:24,1703,574.55,2.43,18592.82,18599.62
17:13:25,597,346.77,4.19,18593.04,18599.76
17:13:26,845,328.14,2.63,18593.26,18600.03
17:13:27,671,372.1,2.36,18593.75,18600.41
17:13:28,1453,349.69,1.72,18593.89,18600.87
17:13:29,1050,391.82,0.69,18594.01,18601.22
17:13:30,1784,597.96,4.09,18594.13,18601.7
17:13:31,1748,470.48,2.77,18594.4,18602.09
17:13:32,1580,493.73,4.88,18594.62,18602.51
17:13:33,1909,239.25,1.71,18594.81,18602.99
17:13:34,2085,358.24,1.07,18595.28,18603.39
17:13:35,2732,185.25,3.1,18595.45,18603.88
17:13:36,2591,169.42,4.02,18595.89,18604.33
17:13:37,2397,344.42,2.2,18596.38,18604.47
17:13:38,851,186.53,4.32,18596.64,18604.95
17:13:39,1563,381.46,1.31,18596.95,18605.35
17:13:40,1876,201.77,2.91,18597.37,18605.51
17:13:41,1835,481.77,2.88,18597.84,18605.89
17:13:42,2423,565.13,3.7,18598.26,18606.36
17:13:43,1807,211.14,4.39,18598.56,18606.63
17:13:44,808,560.09,1.87,18598.79,18606.96
17:13:45,774,364.31,3.96,18598.91,18607.44
17:13:46,2660,373.56,3.25,18599.13,18607.8
17:13:47,2447,146.09,1.27,18599.4,18608.25
17:13:48,1406,183.38,2.91,18599.59,18608.54
17:13:49,1316,320.79,1.4,18599.92,18608.88
17:13:50,1629,139.94,3.21,18600.28,18609.33
17:13:51,1158,512.12,2.53,18600.61,18609.58
17:13:52,2378,398.08,0.99,18600.73,18609.95
17:13:53,2072,490.88,4.86,18600.91,18610.06
17:13:54,1464,337.9,1.04,18601.33,18610.18
17:13:55,2691,272.17,0.9,18601.81,18610.54
17:13:56,752,203.58,2.46,18602.03,18610.83
17:13:57,2323,357.81,1.52,18602.2,18611.19
17:13:58,2045,573.29,2.2,18602.3,18611.43
17:13:59,2335,153.24,2.6,18602.74,18611.68
17:14:00,1436,164.55,2.73,18603.13,18612.0
17:14:01,2887,554.36,4.57,18603.51,18612.34
17:14:02,2357,269.28,1.73,18603.76,18612.59
17:14:03,1772,332.54,4.52,18604.22,18612.92
17:14:04,1974,248.07,1.76,18604.49,18613.1
17:14:05,618,272.11,1.8,18604.64,18613.26
17:14:06,597,523.14,0.93,18604.79,18613.48
17:14:07,1929,124.03,3.58,18605.11,18613.95
17:14:08,1835,569.24,3.08,18605.43,18614.33
17:14:09,2722,419.88,1.29,18605.65,18614.77
17:14:10,1886,440.54,4.77,18606.09,18614.89
17:14:11,2022,436.09,1.38,18606.47,18615.27
17:14:12,793,175.64,4.22,18606.58,18615.41
17:14:13,2792,285.5,0.61,18606.72,18615.85
17:14:14,2992,387.4,1.45,18607.05,18616.2
17:14:15,2576,484.37,4.01,18607.54,18616.31
17:14:16,1480,328.31,4.38,18607.8,18616.67
17:14:17,1119,263.28,2.09,18607.91,18617.03
17:14:18,2647,325.85,3.19,18608.22,18617.27
17:14:19,2082,453.67,4.28,18608.63,18617.65
17:14:20,2361,490.02,2.43,18609.09,18618.03
17:14:21,2360,170.37,3.52,18609.33,18618.34
17:14:22,1318,459.24,2.36,18609.79,18618.49
17:14:23,1942,194.61,1.01,18610.23,18618.63
17:14:24,841,526.45,3.94,18610.66,18618.89
17:14:25,2859,311.27,3.42,18611.02,18619.26
17:14:26,2416,221.61,3.3,18611.44,18619.41
17:14:27,2617,514.01,2.75,18611.76,18619.84
17:14:28,2781,468.96,4.64,18612.17,18620.29
17:14:29,1670,183.18,0.87,18612.5,18620.65
17:14:30,2012,299.58,2.54,18612.66,18620.89
17:14:31,2019,312.45,0.82,18613.04,18621.02
17:14:32,503,261.92,0.52,18613.54,18621.3
17:14:33,1009,545.25,3.82,18613.73,18621.58
17:14:34,2808,296.02,4.5,18613.95,18622.01
17:14:35,888,202.82,4.95,18614.12,18622.42
17:14:36,535,259.49,2.85,18614.46,18622.7
17:14:37,1440,346.35,4.81,18614.86,18623.18
17:14:38,2597,400.29,0.95,18615.23,18623.39
17:14:39,2113,260.86,2.67,18615.71,18623.7
